camera,imgtype,zoom,exposure,gain,frame,lifter,timestamp,id,plantbarcode,treatment,cartag,measurementlabel,other,image,sample,in_bounds,area,convex_hull_area,solidity,perimeter,width,height,longest_path,convex_hull_vertices,object_in_frame,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,12,True,15612.0,28479.5,0.5481837813163855,1402.4836527109146,221,187,1484,28,True,195.25144958496094,156.06546020507812,96.5098648071289,0.6009255482696817
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,13,True,19328.0,35455.0,0.5451417289521929,1336.739238023758,204,220,2505,31,True,218.81231689453125,182.2333984375,18.509244918823242,0.5535292892307243
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,14,True,16600.0,29235.0,0.5678125534462117,1525.0010460615158,211,209,1475,24,True,213.85299682617188,173.10598754882812,69.32368469238281,0.5871715378609957
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,15,True,20093.0,36373.5,0.5524076594223817,1433.650925397873,234,214,1603,34,True,224.1217498779297,190.78399658203125,86.6388931274414,0.5247577780499222
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,16,True,12577.0,23127.0,0.5438232369092403,1152.815358042717,180,194,1378,27,True,190.8983612060547,134.5030517578125,133.76284790039062,0.7096251663980235
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,18,True,14158.0,25930.0,0.5460084843810259,1468.5836926698685,207,199,1515,27,True,211.38754272460938,138.04811096191406,138.53526306152344,0.7573087722618073
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,19,True,15163.0,27151.5,0.5584590169972193,1270.9402484893799,208,167,1525,28,True,200.7417449951172,160.62796020507812,92.13595581054688,0.5997703547235316
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,20,True,12935.0,24794.0,0.5216987980963136,1308.408601641655,195,206,2345,29,True,190.08523559570312,154.38511657714844,55.01113510131836,0.5833945545977458
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,21,True,16882.0,32818.5,0.5144049849932203,1475.9351961612701,210,232,2453,28,True,215.6459503173828,173.23919677734375,47.135498046875,0.5955070185908846
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,22,True,10106.0,18669.0,0.5413251914939204,948.2468165159225,159,155,1895,28,True,153.1463165283203,147.0596160888672,65.24466705322266,0.2791219841844563
10.9.1.29,none,none,none,none,none,none,2019-10-29-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-29-19-05.jpg,23,True,14805.0,23750.0,0.6233684210526316,1162.9574934244156,191,186,1297,30,True,182.4343719482422,159.09848022460938,58.68593978881836,0.48935246137057375
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,0,True,1867.0,2454.5,0.7606437156243634,349.6778757572174,59,58,434,21,True,62.67202377319336,50.79676818847656,138.3472900390625,0.5857145051299965
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,1,True,1790.0,2491.0,0.718586912886391,346.2844841480255,65,63,479,19,True,64.11701965332031,49.01274871826172,43.641151428222656,0.644710889472152
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,2,True,4020.0,5735.5,0.7008979164850493,416.534051656723,115,78,791,20,True,107.26599884033203,61.273746490478516,75.97557067871094,0.8207888058134946
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,3,True,2381.0,3353.5,0.7100044729387207,414.9946401119232,68,71,497,18,True,65.64643859863281,60.011474609375,23.770212173461914,0.40534920354139137
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,4,True,2543.0,3435.0,0.7403202328966522,414.00698375701904,73,66,575,23,True,79.51204681396484,52.59874725341797,131.00985717773438,0.7499282102297102
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,5,True,82.0,74.0,1.1081081081081081,34.14213538169861,12,10,72,11,True,11.171101570129395,8.198413848876953,110.40412139892578,0.6792630987511127
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,6,True,2142.0,3037.5,0.7051851851851851,359.9482651948929,73,65,515,23,True,63.59340286254883,54.1644401550293,95.93313598632812,0.5239801266240737
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,7,True,3331.0,4559.0,0.7306426847992981,406.57568180561066,82,85,589,22,True,84.51956939697266,63.13379669189453,33.53361129760742,0.6648548996365543
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,8,True,3805.0,5694.0,0.668247277836319,548.6608067750931,78,111,1235,25,True,100.714599609375,63.96726608276367,12.851692199707031,0.7724019726872196
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,9,True,4041.0,6382.0,0.633187088686932,533.1442233324051,98,104,1189,20,True,93.02899932861328,77.7711410522461,32.103179931640625,0.548747494692012
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,10,True,1405.0,1828.0,0.7685995623632386,315.05204224586487,52,56,607,17,True,49.290855407714844,43.714778900146484,24.706689834594727,0.4620113410832003
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,11,True,2576.0,3542.0,0.7272727272727273,437.4612194299698,67,70,500,23,True,69.44937896728516,58.936649322509766,163.9684295654297,0.5289909757646059
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,12,True,2987.0,4068.0,0.734267453294002,367.7056245803833,66,84,926,23,True,83.38077545166016,58.616661071777344,159.01092529296875,0.7111901334315333
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,13,True,3724.0,5803.5,0.641681743775308,693.4270004034042,91,99,1081,25,True,96.79786682128906,72.8456039428711,145.5507049560547,0.6585307553932087
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,14,True,3336.0,4831.5,0.6904687985097796,553.8893901109695,75,80,1049,23,True,86.2391357421875,64.91902160644531,143.85467529296875,0.658273181060993
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,15,True,3885.0,6075.0,0.6395061728395062,619.1856664419174,91,81,692,19,True,91.53311920166016,76.79061126708984,56.39350509643555,0.5442270158665292
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,16,True,2323.0,3258.5,0.7129047107564831,384.9188276529312,67,69,790,22,True,64.08960723876953,60.69135284423828,123.19529724121094,0.3213027886623069
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,18,True,2655.0,3690.5,0.7194147134534616,458.709063410759,65,85,910,23,True,77.11399841308594,55.82820129394531,0.509424090385437,0.6898317310822829
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,19,True,2934.0,4261.5,0.6884899683210137,522.2387667894363,72,73,624,21,True,77.36235046386719,62.623390197753906,46.190696716308594,0.5871454064773435
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,20,True,2271.0,2892.0,0.7852697095435685,321.66399443149567,73,58,536,22,True,75.06306457519531,44.65411376953125,122.5465316772461,0.8038086267888205
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,21,True,3599.0,5543.5,0.6492288265536214,495.9310202598572,95,91,687,21,True,97.48612213134766,71.45084381103516,125.53722381591797,0.6803002997735543
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,22,True,1907.0,2327.0,0.8195100988397078,327.42326271533966,52,52,635,21,True,53.183712005615234,50.871795654296875,33.60294723510742,0.2916352045961356
10.9.1.29,none,none,none,none,none,none,2019-10-23-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-23-19-05.jpg,23,True,3154.0,4941.0,0.6383323213924307,437.88939011096954,86,93,1015,25,True,81.4159927368164,71.23301696777344,162.4938507080078,0.4842555736211417
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,0,True,6776.0,9675.5,0.7003255645703065,786.2388207912445,109,134,958,24,True,140.76412963867188,85.00111389160156,27.94182014465332,0.7970942362338945
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,1,True,4321.0,5682.5,0.7604047514298284,554.6334315538406,90,104,724,20,True,110.69825744628906,64.86296844482422,34.004032135009766,0.8103516203857923
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,2,True,11908.0,19903.0,0.5983017635532332,974.4478269815445,199,163,1304,28,True,166.7661590576172,142.81649780273438,106.86883544921875,0.5163332261023174
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,3,True,7357.0,11620.5,0.6331052880684996,727.369619011879,176,97,1198,25,True,157.54200744628906,84.80593872070312,84.10002899169922,0.8427489282632524
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,4,True,7564.0,12414.5,0.6092875266825084,863.9431308507919,135,137,1494,27,True,134.19125366210938,112.61519622802734,134.603515625,0.543801106658911
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,6,True,7360.0,11073.0,0.6646798518919895,692.4406867027283,164,104,1003,27,True,148.72071838378906,92.52398681640625,97.60935974121094,0.7829119992516149
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,7,True,9107.0,14037.5,0.6487622439893144,1026.7562296390533,183,127,1448,27,True,182.78189086914062,84.2657241821289,60.49003982543945,0.8873908340582638
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,8,True,11324.0,18051.5,0.6273162895050273,933.5777697563171,141,208,2191,29,True,191.23597717285156,118.05310821533203,17.115055084228516,0.7867149683309306
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,9,True,12648.0,21401.5,0.5909866130878677,1050.4894571304321,163,185,1241,25,True,181.89047241210938,136.96920776367188,169.2978057861328,0.6579847668555802
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,10,True,4703.0,6364.5,0.7389425720795035,459.3036036491394,127,74,861,27,True,116.26448059082031,62.18568801879883,90.38221740722656,0.8449381486704286
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,11,True,8084.0,12601.5,0.6415109312383447,732.7249574661255,129,163,1190,29,True,159.58648681640625,97.09188842773438,28.624019622802734,0.7936330904373442
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,12,True,8928.0,13664.0,0.6533957845433255,948.4122130870819,146,155,1055,26,True,155.09071350097656,110.73507690429688,139.92105102539062,0.7001436774057861
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,13,True,10689.0,17918.0,0.5965509543475834,1130.174505829811,137,179,1963,27,True,176.48081970214844,118.77294158935547,165.42051696777344,0.7396355211682221
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,14,True,10199.0,15593.5,0.6540545740212268,1138.3494765758514,171,119,1243,26,True,168.75320434570312,108.62300109863281,106.13890075683594,0.7652950585025766
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,15,True,12130.0,18314.5,0.6623167435638428,1120.5712107419968,153,165,1361,29,True,170.24623107910156,123.32227325439453,39.345577239990234,0.689405179180247
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,16,True,6892.0,10750.5,0.6410864610948328,791.2518688440323,139,106,958,24,True,131.0944366455078,95.82957458496094,105.97660064697266,0.6823812090387968
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,18,True,8054.0,12822.5,0.6281146422304543,828.7665876150131,111,164,1781,25,True,158.33670043945312,97.72907257080078,171.31077575683594,0.7867881656972109
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,19,True,8311.0,13090.5,0.6348878958022994,803.979790687561,137,140,1190,24,True,159.04164123535156,100.93698120117188,48.234344482421875,0.7727934857822764
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,20,True,7333.0,13054.0,0.5617435268883101,756.4823168516159,160,124,1079,26,True,153.12457275390625,108.01840209960938,98.88716125488281,0.7087813196848602
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,21,True,10670.0,18105.0,0.5893399613366473,1104.449594259262,181,145,1234,30,True,165.6802520751953,125.47071838378906,90.76876068115234,0.6530597123327031
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,22,True,5416.0,8347.5,0.6488170110811621,596.7422024011612,116,105,910,27,True,124.33055877685547,79.19847106933594,50.87847900390625,0.7708644317493626
10.9.1.29,none,none,none,none,none,none,2019-10-27-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-27-19-05.jpg,23,True,9226.0,13582.0,0.6792814018553969,821.4945094585419,116,158,1046,27,True,146.49134826660156,103.79247283935547,8.223730087280273,0.7056878347376593
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,0,True,17027.0,30894.5,0.5511336969363478,1722.4227172136307,256,183,1640,31,True,229.021728515625,157.3428955078125,85.10308837890625,0.726636906750564
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,1,True,9514.0,13223.5,0.7194766892275116,752.8254626989365,132,150,1011,27,True,139.76632690429688,115.95638275146484,156.12979125976562,0.5582918464113571
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,2,False,24082.0,44216.0,0.544644472589108,1932.094412446022,245,251,1874,26,False,260.19781494140625,186.20486450195312,31.354917526245117,0.6984815254182105
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,3,True,17157.0,30157.0,0.5689226381934542,1325.425529718399,247,194,1634,29,True,225.66143798828125,154.19561767578125,105.81051635742188,0.7301329348926342
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,4,True,16502.0,30192.5,0.5465595760536557,1493.9559823274612,192,250,2858,23,True,215.90008544921875,152.34130859375,25.454444885253906,0.7086001733371701
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,6,True,18359.0,34856.5,0.5267023367234231,1429.449914932251,229,233,2380,23,True,210.69252014160156,184.26995849609375,154.29356384277344,0.48485989364671744
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,7,True,21739.0,39504.0,0.550298703928716,1666.5453678369522,260,178,1935,28,True,254.346435546875,167.48033142089844,92.40957641601562,0.7526041063004382
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,8,True,23080.0,43964.0,0.5249749795287053,1754.7023330926895,250,247,3005,28,True,261.2461853027344,203.1980743408203,122.85638427734375,0.6285081125147975
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,9,True,25472.0,48335.5,0.5269832731636168,1552.3199721574783,286,238,2246,29,True,257.6943359375,206.94329833984375,110.4781723022461,0.595901915777968
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,10,True,12150.0,20318.0,0.5979919283394035,1040.589962363243,190,183,1330,27,True,158.03709411621094,151.07546997070312,94.5749740600586,0.2935314090722127
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,11,True,18061.0,34746.5,0.5197933604823507,1447.8935660123825,259,217,1782,32,True,238.57943725585938,162.23704528808594,67.81795501708984,0.7332003404710231
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,12,True,19013.0,37859.5,0.5021989196899062,1642.5538127422333,262,227,1806,23,True,229.5157012939453,178.86317443847656,66.20619201660156,0.6266424205843419
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,13,True,23719.0,47652.5,0.4977493310949058,1531.148399233818,258,236,2026,25,True,251.85589599609375,212.7498016357422,54.997039794921875,0.5351953918494791
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,14,True,20721.0,38327.5,0.5406300958841563,1796.8752399682999,226,237,1539,24,True,229.85560607910156,194.051025390625,23.883100509643555,0.5359808842182073
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,15,True,24051.0,46314.0,0.5193030185257158,1742.6875032186508,251,257,1976,29,True,242.94485473632812,205.94554138183594,126.79795837402344,0.5304681133866316
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,16,True,16909.0,32547.0,0.51952560911912,1403.3077795505524,207,228,1501,28,True,218.14614868164062,170.34413146972656,150.2740936279297,0.6246915632682227
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,18,True,18350.0,35187.0,0.521499417398471,1362.3960921764374,246,208,1822,25,True,223.7682647705078,176.03817749023438,114.32467651367188,0.6173372941595799
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,19,True,19335.0,37839.0,0.510980734163165,1728.9125899076462,243,220,1672,31,True,221.8287811279297,183.2709503173828,112.46207427978516,0.5634032934655069
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,20,True,16265.0,30986.5,0.5249060074548594,1537.1898745298386,205,230,2586,27,True,204.07931518554688,167.50341796875,41.90945816040039,0.5712500726210074
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,21,True,20334.0,41514.0,0.4898106662812545,1642.4448626041412,223,270,2935,29,True,242.79705810546875,187.2436065673828,24.0631103515625,0.6366003387955095
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,22,True,13097.0,22917.5,0.5714846732846078,1015.2173789739609,185,166,1394,30,True,185.49876403808594,147.86293029785156,116.03776550292969,0.6038340481453547
10.9.1.29,none,none,none,none,none,none,2019-10-30-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-30-19-05.jpg,23,True,18656.0,33331.5,0.5597107840931251,1562.6458730697632,245,190,1651,30,True,221.92218017578125,165.54815673828125,98.09846496582031,0.6659751675086937
10.9.1.29,none,none,none,none,none,none,2019-10-19-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-19-19-05.jpg,0,True,588.0,598.5,0.9824561403508771,110.08326029777527,41,19,280,18,True,42.12821960449219,17.35150909423828,94.22589111328125,0.9112409058780968
10.9.1.29,none,none,none,none,none,none,2019-10-19-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-19-19-05.jpg,1,True,481.0,522.5,0.9205741626794258,102.18376553058624,23,32,216,15,True,31.366966247558594,20.844839096069336,163.15370178222656,0.7472460212505169
10.9.1.29,none,none,none,none,none,none,2019-10-19-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-19-19-05.jpg,2,True,997.0,1214.0,0.8212520593080724,186.61017167568207,32,57,624,20,True,60.52751541137695,23.012161254882812,15.062840461730957,0.9249070150139346
10.9.1.29,none,none,none,none,none,none,2019-10-19-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-19-19-05.jpg,3,True,583.0,638.0,0.9137931034482759,112.08326029777527,23,38,265,16,True,42.2108268737793,18.659944534301758,169.60125732421875,0.8969828394184578
10.9.1.29,none,none,none,none,none,none,2019-10-19-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-19-19-05.jpg,4,True,621.0,670.0,0.926865671641791,120.46803629398346,40,32,300,19,True,46.56914520263672,17.10584259033203,54.461029052734375,0.9300940840738643
10.9.1.29,none,none,none,none,none,none,2019-10-19-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-19-19-05.jpg,5,True,268.0,359.0,0.7465181058495822,119.36839807033539,30,22,219,13,True,33.11208724975586,13.031564712524414,121.17772674560547,0.9192992984935113
10.9.1.29,none,none,none,none,none,none,2019-10-19-19-05,pos-153-001-003,none,none,none,none,none,./imgs/10.9.1.29_pos-153-001-003_2019-10-19-19-05.jpg,6,True,401.0,462.0,0.8679653679653679,102.08326029777527,20,33,360,16,True,38.03792190551758,15.199480056762695,13.078895568847656,0.9166950360617685
